SuspectID,CaseID,Name,Age,Gender,Arrested,Convicted
S2526,C1594,Zachary Anderson,64,Female,Yes,Yes
S2527,C1988,Gregory Ruiz,39,Female,Yes,No
S2528,C1644,Alexis Roberts,35,Female,Yes,Yes
S2529,C2902,Jennifer Peterson,19,Female,Yes,No
S2530,C2502,Angela Brown,25,Male,Yes,Yes
S2531,C2235,Amanda Smith,54,Male,Yes,No
S2532,C1582,Lisa Jones,26,Female,No,Yes
S2533,C2745,Samantha Johnson MD,40,Female,No,No
S2534,C1315,Barbara Stafford,29,Male,No,Yes
S2535,C1500,Bonnie Williams,23,Male,No,No
S2536,C1186,Jessica Larson,29,Male,Yes,No
S2537,C2017,Jessica Wilson,33,Male,No,Yes
S2538,C1480,Taylor Davis,52,Female,No,Yes
S2539,C2411,George Smith,63,Male,Yes,Yes
S2540,C1107,William Rose,19,Female,Yes,Yes
S2541,C2762,Kevin Jensen,62,Female,Yes,Yes
S2542,C1527,Julie Martin,64,Male,No,No
S2543,C1454,Brian Blevins,46,Male,Yes,No
S2544,C1916,Scott Powers,39,Female,No,No
S2545,C1514,Matthew Wilson,20,Male,Yes,No
S2546,C1988,Mark Cruz,58,Female,Yes,Yes
S2547,C1198,Timothy Morris,22,Male,No,No
S2548,C2435,Angela Fletcher,18,Male,No,No
S2549,C2130,Sarah Howard,68,Female,Yes,Yes
S2550,C2369,Michael Silva,66,Male,Yes,Yes
S2551,C1326,Troy Hernandez,24,Male,No,No
S2552,C2650,Renee Fowler,43,Male,Yes,Yes
S2553,C2754,Heather Terry,54,Male,No,No
S2554,C2264,Allison Schroeder,54,Female,No,Yes
S2555,C2194,April Ortiz,65,Male,No,No
S2556,C2798,Thomas Williams,27,Female,Yes,Yes
S2557,C1159,Morgan Welch,31,Female,No,Yes
S2558,C2918,Heather Reed,59,Male,Yes,Yes
S2559,C1986,Manuel Byrd,21,Female,Yes,No
S2560,C1190,Richard Gordon,43,Male,Yes,Yes
S2561,C1720,Ashley Flores,53,Female,No,No
S2562,C1540,Stephen Wright,62,Male,Yes,No
S2563,C1665,Sean Torres,25,Female,No,No
S2564,C1408,Daniel Allen,23,Male,No,Yes
S2565,C2937,Susan Taylor,53,Male,No,Yes
S2566,C2944,Kayla Brown,44,Male,No,Yes
S2567,C2801,Patrick Miles,53,Male,No,Yes
S2568,C2359,Juan Benson,41,Female,Yes,No
S2569,C2950,Andrew Preston,42,Male,Yes,No
S2570,C2237,Holly Ashley,21,Male,No,No
S2571,C2596,Neil Price,47,Female,Yes,Yes
S2572,C2325,Diane Salazar,44,Male,No,No
S2573,C1342,Alicia Pope,46,Female,Yes,No
S2574,C2546,Terry Miller,48,Male,Yes,No
S2575,C2464,Paul Wilkinson,30,Male,No,Yes
S2576,C1083,Brenda Gonzalez,37,Male,Yes,No
S2577,C1599,April Blevins,49,Male,No,Yes
S2578,C1643,Andrew White,21,Male,Yes,No
S2579,C1438,Mrs. Tonya Nelson MD,56,Female,No,Yes
S2580,C1045,Charles Cantrell,60,Male,Yes,No
S2581,C2535,Connor Banks,48,Female,Yes,No
S2582,C1488,Curtis Meza,48,Male,No,Yes
S2583,C2994,Ricardo Stewart,58,Male,No,Yes
S2584,C2516,Angela Smith,49,Female,No,Yes
S2585,C1147,Joseph Nunez,53,Male,No,Yes
S2586,C2077,John Ferguson,35,Male,Yes,Yes
S2587,C1087,Brittany Hawkins,39,Male,No,No
S2588,C2249,Samuel Weber,60,Female,No,Yes
S2589,C2941,Charles Graham,67,Female,No,No
S2590,C2077,David Quinn,49,Female,No,No
S2591,C2027,Valerie Adams MD,52,Male,No,No
S2592,C1730,Charles Monroe,40,Male,No,Yes
S2593,C2920,Carmen Brown,21,Male,Yes,No
S2594,C1310,Jonathan Gomez,41,Female,No,No
S2595,C1917,Eric Brown,49,Male,Yes,No
S2596,C1048,Bruce Jordan,68,Female,No,No
S2597,C1854,Steven Rhodes,21,Male,No,Yes
S2598,C1568,Alyssa Hawkins,67,Female,No,Yes
S2599,C2231,Brittany Clayton,32,Male,Yes,No
S2600,C2111,James Patel,27,Female,No,Yes
S2601,C1317,Erica Stein,43,Female,Yes,Yes
S2602,C1858,Gary Wilson,19,Male,Yes,No
S2603,C2489,Matthew Patrick,49,Male,Yes,No
S2604,C2287,Kelli Stewart,48,Female,No,No
S2605,C1883,Mr. Mitchell Martinez,61,Female,Yes,No
S2606,C1670,Lisa Brown,39,Male,No,Yes
S2607,C1296,Scott Johnson,36,Female,No,Yes
S2608,C2852,Erin Mcdowell,65,Male,Yes,No
S2609,C2703,Pamela Todd,39,Male,Yes,Yes
S2610,C2134,Madeline Medina,56,Male,Yes,No
S2611,C2113,Erik Mclean IV,45,Male,No,Yes
S2612,C2598,Paul Scott,19,Female,Yes,No
S2613,C1756,Kathy Jones,66,Female,No,No
S2614,C1866,Corey Kelly,57,Male,Yes,No
S2615,C1962,Monica Green,27,Female,No,Yes
S2616,C1250,Robert Martinez,61,Male,Yes,Yes
S2617,C2047,Lisa Carlson,25,Male,Yes,Yes
S2618,C1495,Bethany Kennedy,25,Male,Yes,Yes
S2619,C2809,Alexa Sawyer,23,Male,No,No
S2620,C2183,Scott Cole,29,Female,Yes,Yes
S2621,C1032,Steven Lewis,62,Female,Yes,No
S2622,C1726,Michael Ford,22,Female,No,No
S2623,C1070,Katherine Flores,51,Male,Yes,Yes
S2624,C2512,Sara Ramos,48,Male,Yes,No
S2625,C2043,Jennifer Moore,19,Male,Yes,Yes
S2626,C1189,Lauren Cross,43,Male,Yes,No
S2627,C2393,William Walker,36,Male,Yes,Yes
S2628,C1661,Brian Osborn,70,Male,Yes,No
S2629,C2190,Joseph Hoffman,69,Female,No,Yes
S2630,C1458,Joseph Hoffman,25,Male,No,No
S2631,C1735,Kristen Gonzalez,41,Female,Yes,No
S2632,C2399,Lisa Sandoval,65,Female,No,Yes
S2633,C2487,Amy Smith,27,Female,No,No
S2634,C1960,Jordan Conrad,36,Male,Yes,No
S2635,C2526,Michele Davila,29,Male,No,No
S2636,C1717,Scott Wise,26,Male,Yes,No
S2637,C2587,Elizabeth Thomas,58,Male,No,Yes
S2638,C2059,Theresa Bradshaw,54,Female,Yes,Yes
S2639,C2372,Jade Mcfarland,57,Female,No,Yes
S2640,C2157,Eric Nelson,58,Female,Yes,No
S2641,C1242,Angela Crane,21,Male,Yes,Yes
S2642,C2981,Richard Nash,65,Male,No,No
S2643,C2938,Christopher Lopez,46,Male,No,No
S2644,C2882,Larry Bernard,62,Female,Yes,No
S2645,C2707,Kristina Quinn,40,Male,Yes,No
S2646,C2039,Joshua Callahan,52,Female,No,Yes
S2647,C2893,Jessica Green,56,Male,No,Yes
S2648,C2351,Rebecca Cabrera,34,Female,Yes,No
S2649,C2136,Ryan Moran,41,Female,No,Yes
S2650,C1250,Linda Miller,39,Male,Yes,Yes
S2651,C1157,Richard Taylor,33,Male,No,No
S2652,C2042,Devin Farley,24,Female,Yes,No
S2653,C1409,Kelly Williams,46,Male,Yes,Yes
S2654,C2299,Crystal Stephens,48,Male,No,No
S2655,C2538,Leslie Gould,23,Female,Yes,No
S2656,C2044,Michelle Mckinney,26,Male,Yes,Yes
S2657,C2280,Brandon Lowery,20,Female,No,No
S2658,C1481,Christine Schneider,47,Male,No,No
S2659,C1438,Richard Carroll,45,Male,Yes,Yes
S2660,C2306,Brianna Vargas,45,Female,Yes,No
S2661,C1303,Jennifer Robinson,28,Female,No,Yes
S2662,C1294,Richard Boone,41,Female,Yes,Yes
S2663,C2889,Ashley Bullock,41,Female,Yes,Yes
S2664,C1816,Cynthia Harris,34,Male,Yes,No
S2665,C2930,Daniel Graves,64,Male,No,No
S2666,C1657,Dawn Marsh,70,Male,Yes,Yes
S2667,C2435,Stacey Pruitt,21,Male,Yes,No
S2668,C2221,Collin Montgomery,40,Female,No,Yes
S2669,C2785,Allen Humphrey,23,Male,Yes,Yes
S2670,C1487,Thomas May Jr.,44,Male,Yes,No
S2671,C2795,Nicholas Wilson,30,Male,Yes,Yes
S2672,C1025,Tina Harris,42,Male,Yes,No
S2673,C1881,Justin Moore,22,Female,No,Yes
S2674,C1839,Tammy Marshall,44,Female,No,No
S2675,C2474,Jimmy Benitez,45,Female,No,No
S2676,C2422,Craig Mann,39,Male,Yes,No
S2677,C2300,Scott Davis,23,Male,Yes,No
S2678,C1156,Shawn Boyle,34,Female,Yes,No
S2679,C2184,Robert Alexander,26,Female,Yes,No
S2680,C2654,Craig Alvarez,37,Male,Yes,No
S2681,C1189,Adam Lewis,30,Female,Yes,No
S2682,C2201,Christopher Mcmahon,58,Female,Yes,Yes
S2683,C2087,Ethan Holmes,70,Female,No,No
S2684,C1266,Brad Brown MD,70,Female,Yes,No
S2685,C1841,Bryan Mack,60,Male,Yes,Yes
S2686,C2825,Juan Williams,46,Female,No,No
S2687,C2863,Thomas Murray,65,Female,Yes,Yes
S2688,C2706,Jon Barton,64,Male,Yes,No
S2689,C1673,Paul Crawford,33,Male,No,No
S2690,C2520,Luis Gallagher,18,Female,Yes,Yes
S2691,C2727,Jonathan Bell,37,Male,Yes,No
S2692,C2326,Rebekah Logan,53,Female,No,No
S2693,C1414,Timothy Harvey,33,Female,Yes,No
S2694,C1886,John Johnson,66,Male,Yes,Yes
S2695,C2819,Heather Ellis,55,Male,No,No
S2696,C2481,Victoria Perkins,38,Female,No,Yes
S2697,C1217,Andrew Frey,39,Female,Yes,Yes
S2698,C1944,Sierra Bowen,48,Male,No,Yes
S2699,C2352,William Williams,21,Female,No,Yes
S2700,C2981,Mary Porter,19,Male,No,No
S2701,C2826,Victoria Thompson,61,Female,Yes,No
S2702,C1179,Karen Hamilton,36,Male,No,Yes
S2703,C1313,Gary Lawrence,51,Male,No,Yes
S2704,C1997,Anthony Smith,46,Male,Yes,Yes
S2705,C2884,Jacob Clark,69,Male,No,Yes
S2706,C2157,Wendy Cummings,66,Male,Yes,No
S2707,C1787,Albert Schmitt,41,Female,Yes,No
S2708,C1210,David Brown,31,Female,Yes,Yes
S2709,C2532,Jeffrey Simon Jr.,47,Male,Yes,No
S2710,C1419,Kurt Johnson,22,Male,No,Yes
S2711,C1355,Dr. Daniel Lee,44,Female,No,No
S2712,C2517,Brianna Bennett,21,Male,No,Yes
S2713,C2740,Shawn Rodriguez,37,Male,No,No
S2714,C1901,Brittany Marsh,50,Male,Yes,No
S2715,C1838,Luis Freeman,60,Male,Yes,No
S2716,C1450,Derek Cox,38,Female,Yes,Yes
S2717,C1298,Jacqueline Johnson,38,Male,No,Yes
S2718,C1039,George Moore,35,Female,No,Yes
S2719,C2752,Yvonne Foster,23,Female,Yes,No
S2720,C1080,Kelly Gonzalez,60,Male,No,Yes
S2721,C1738,Dawn Kim,54,Male,No,No
S2722,C1744,Gabriel Davila,55,Male,Yes,Yes
S2723,C2425,Matthew Wise,36,Female,Yes,No
S2724,C2467,Fred Wells,39,Female,No,Yes
S2725,C1463,Michael Harrison,68,Female,Yes,No
S2726,C2598,Courtney Dalton,68,Male,Yes,Yes
S2727,C1129,William Simon,42,Male,No,Yes
S2728,C1827,Laura Matthews,49,Male,Yes,No
S2729,C1352,Justin Clay,51,Female,No,Yes
S2730,C2784,Bonnie Hughes,63,Female,Yes,Yes
S2731,C1654,Kevin Kennedy,48,Male,Yes,No
S2732,C1140,Andrew Pearson,69,Female,No,Yes
S2733,C2197,Julie Smith,35,Female,Yes,Yes
S2734,C2691,Christopher Howell,29,Female,Yes,No
S2735,C1026,Meredith Baker,33,Female,Yes,Yes
S2736,C2168,Christopher Richardson,31,Male,No,Yes
S2737,C2480,Todd Goodman,30,Male,No,No
S2738,C2092,Jonathan Mooney,41,Female,No,Yes
S2739,C1888,Victoria Flynn,49,Female,No,No
S2740,C2946,Andrew Ryan,57,Male,No,No
S2741,C1068,Emily Webster DVM,42,Female,Yes,No
S2742,C1418,David Johnson,21,Female,No,No
S2743,C2907,Kara Rice,57,Female,Yes,Yes
S2744,C1301,Charles Ramos,35,Female,Yes,Yes
S2745,C1824,Deborah Wilson,29,Female,No,Yes
S2746,C2132,Robert Cannon,38,Male,No,Yes
S2747,C2623,Carolyn Fields,18,Female,No,Yes
S2748,C1515,Brittany English,26,Female,Yes,No
S2749,C2913,Rebecca Beck,34,Female,No,No
S2750,C1293,Laura Johnston,39,Male,Yes,No
S2751,C2359,Brandi Marshall,67,Male,Yes,No
S2752,C1834,Heather Gill,34,Male,No,Yes
S2753,C1943,Teresa Pena,68,Male,No,Yes
S2754,C2135,Charles Franklin,39,Male,Yes,Yes
S2755,C1696,Paul Brown,20,Female,Yes,Yes
S2756,C1013,James Mcclure,58,Male,Yes,Yes
S2757,C1259,Michelle Hunt,64,Male,Yes,No
S2758,C1023,Elizabeth Barrera,52,Male,No,No
S2759,C2626,Michelle Wall,46,Male,No,Yes
S2760,C1906,Alyssa Williams,61,Male,No,No
S2761,C2725,James Pham,37,Female,Yes,No
S2762,C2273,Miss Tara Johnson DDS,48,Female,Yes,Yes
S2763,C2486,Ryan Osborn,23,Female,No,Yes
S2764,C1700,David Lopez,68,Male,No,No
S2765,C2861,Matthew Henry PhD,51,Male,Yes,Yes
S2766,C2587,Hannah Hudson,52,Male,No,Yes
S2767,C1536,Robert Camacho,40,Male,Yes,Yes
S2768,C1406,Mr. Billy Johnson,54,Male,Yes,Yes
S2769,C1317,Matthew Cox,26,Male,No,No
S2770,C2073,Christine Wallace,37,Male,Yes,No
S2771,C1276,Andre Guerrero,40,Male,No,Yes
S2772,C2110,Amanda Carey,56,Male,No,Yes
S2773,C2063,Stephanie Miller,66,Male,Yes,Yes
S2774,C1077,Blake Campbell,61,Female,No,No
S2775,C1193,David Robbins,19,Male,Yes,Yes
S2776,C1531,Emma Parker,40,Female,No,Yes
S2777,C1148,Lynn Chang,69,Male,No,No
S2778,C2163,David Benitez,59,Male,No,Yes
S2779,C1209,Ralph Jones,37,Male,Yes,Yes
S2780,C2318,Mark Perry,54,Male,Yes,No
S2781,C1136,Justin Cole,39,Male,No,No
S2782,C1113,Teresa Richardson,44,Male,No,No
S2783,C1529,Johnathan Holt,45,Male,No,No
S2784,C1671,Rebecca Juarez,41,Female,Yes,Yes
S2785,C2363,Jonathan Romero,65,Female,No,No
S2786,C1957,Jill Jones,68,Female,No,Yes
S2787,C2740,Susan Little,29,Male,Yes,Yes
S2788,C2120,Ryan Rodgers,62,Female,No,No
S2789,C1443,Ruth Smith,59,Male,No,No
S2790,C1609,Jordan Peterson,58,Male,No,No
S2791,C1656,Douglas Smith,29,Male,No,Yes
S2792,C1069,Michael Castillo,26,Female,Yes,Yes
S2793,C1059,Keith Smith,66,Male,Yes,Yes
S2794,C1087,Cheryl Newman,46,Female,Yes,Yes
S2795,C2537,Stephanie Ryan PhD,35,Female,No,Yes
S2796,C1333,Timothy Moran,54,Female,No,Yes
S2797,C2152,Richard Morrow,34,Male,No,Yes
S2798,C2641,Melissa Cole,33,Female,No,No
S2799,C2375,Hailey Santiago,58,Female,Yes,No
S2800,C1372,Jeremy Chambers,38,Female,Yes,No
S2801,C2297,Crystal Williams,41,Male,No,Yes
S2802,C2062,Walter Martin,35,Male,Yes,Yes
S2803,C2553,Timothy Brown,69,Female,Yes,No
S2804,C2078,Sean Hall,44,Female,Yes,Yes
S2805,C1045,Alexander Crane,59,Female,Yes,No
S2806,C2525,Edward Russell,52,Male,Yes,Yes
S2807,C1172,Jacqueline Evans,57,Female,Yes,No
S2808,C1748,Randall Robertson,35,Female,Yes,No
S2809,C1367,John Rojas,41,Male,Yes,Yes
S2810,C1737,Colin Jones,25,Female,No,Yes
S2811,C2028,John Bryant,59,Male,No,No
S2812,C1253,Sheila Gray,28,Male,No,Yes
S2813,C2026,Gabriela Roberts,57,Male,No,Yes
S2814,C2448,Paul Garcia,41,Male,Yes,No
S2815,C2210,Amanda Edwards,51,Female,No,No
S2816,C1005,Alison Clark,63,Male,No,Yes
S2817,C1080,Paul Short,59,Female,Yes,Yes
S2818,C2604,Matthew Williams Jr.,27,Male,Yes,Yes
S2819,C2127,James Smith,22,Male,No,No
S2820,C2958,Jorge Kelly MD,51,Male,Yes,No
S2821,C1875,Hunter Johnson,54,Male,Yes,Yes
S2822,C2190,Steven Cooper,64,Female,Yes,Yes
S2823,C2257,Joseph Williams,54,Female,No,No
S2824,C2703,Nicholas Shaw,40,Female,Yes,Yes
S2825,C2095,Joshua Ramsey,68,Male,No,Yes
S2826,C1205,Margaret Rice,38,Female,No,Yes
S2827,C1134,Jorge Wright,61,Female,Yes,No
S2828,C2449,Alexandria Gould,68,Male,No,Yes
S2829,C2482,James Howell,40,Female,Yes,Yes
S2830,C1508,Marvin Morris,19,Male,Yes,Yes
S2831,C1897,James Ford,26,Female,No,No
S2832,C2657,Richard Phillips,19,Male,Yes,No
S2833,C1569,Jeanette Johnson,19,Male,No,No
S2834,C2524,Brittany Walker,46,Male,Yes,Yes
S2835,C1141,Thomas Lloyd,54,Male,Yes,Yes
S2836,C1117,Richard Martinez,24,Male,Yes,Yes
S2837,C1929,Emily Anderson,58,Male,No,No
S2838,C2532,Tracy Rivera,24,Female,Yes,Yes
S2839,C2935,Kimberly Baker,41,Female,Yes,Yes
S2840,C1742,Michaela Carroll,31,Female,No,No
S2841,C2392,Carol Carey,62,Male,Yes,Yes
S2842,C2831,Daniel Hensley,58,Male,No,No
S2843,C2870,Andrew Stevenson,51,Female,No,No
S2844,C1396,Terry King,37,Female,No,Yes
S2845,C1478,Dylan Johnson,47,Female,No,No
S2846,C1556,William Rice,51,Female,Yes,Yes
S2847,C1626,Eric Wheeler,30,Female,No,No
S2848,C2628,Nancy Parks,34,Male,Yes,Yes
S2849,C1859,Andrew Mcdonald,53,Female,Yes,Yes
S2850,C2402,Kenneth Hess,51,Male,Yes,No
S2851,C1861,Philip Reed,30,Male,No,Yes
S2852,C2195,Juan Bender,59,Male,Yes,No
S2853,C2730,Bruce Martin,51,Female,No,No
S2854,C2453,Mark Parsons,30,Male,Yes,No
S2855,C2204,Beth Martin,38,Male,No,No
S2856,C2266,Derek Medina,36,Male,No,Yes
S2857,C1454,Barbara West,56,Female,Yes,Yes
S2858,C2783,Eric Edwards,65,Female,No,No
S2859,C1853,Michael Lamb,55,Female,No,Yes
S2860,C1182,Brandon Roberts,22,Female,No,Yes
S2861,C2501,Eric Franco,51,Female,No,No
S2862,C2066,Andrew Parks,64,Male,No,Yes
S2863,C2224,Richard Thompson,57,Male,No,Yes
S2864,C1459,Matthew Cruz,25,Female,No,No
S2865,C2189,Angel Brandt,58,Female,No,Yes
S2866,C1952,Lisa Moore,27,Male,Yes,Yes
S2867,C1945,Brittany Hicks,68,Male,Yes,Yes
S2868,C2101,Courtney Ray,70,Female,Yes,Yes
S2869,C1377,Chris Powell,47,Male,Yes,No
S2870,C2284,Jessica Scott,35,Male,Yes,Yes
S2871,C1373,Kristopher Thomas,22,Male,Yes,No
S2872,C1935,James Fisher,66,Female,No,No
S2873,C1380,Chelsea Powell,64,Female,No,No
S2874,C2010,Jessica Mckenzie,57,Male,No,Yes
S2875,C2279,Karen Hansen,31,Male,No,Yes
S2876,C1895,John Chambers,40,Female,No,Yes
S2877,C1832,Brittney Parker,35,Male,No,Yes
S2878,C2470,Scott Black,19,Female,No,Yes
S2879,C2348,Julia Brown,37,Female,No,No
S2880,C2136,Michael Bailey,52,Female,No,Yes
S2881,C2578,Ashley Wade,29,Male,Yes,Yes
S2882,C2492,Cameron Calhoun,53,Female,Yes,Yes
S2883,C1970,Joanna Mendez,49,Male,No,Yes
S2884,C1036,Susan White,49,Male,Yes,No
S2885,C1611,Matthew Owens,56,Male,No,No
S2886,C2159,Carol Brown,43,Female,Yes,Yes
S2887,C1021,Brian Cox,41,Male,Yes,No
S2888,C2577,Louis Barron,18,Female,Yes,No
S2889,C2999,Daniel Myers,44,Male,Yes,No
S2890,C2081,Rachael Day,35,Male,Yes,No
S2891,C2940,Amy Sanchez,25,Male,No,No
S2892,C2083,Joseph Vaughan,21,Female,Yes,No
S2893,C2360,Abigail Bowman,42,Male,No,No
S2894,C2493,Melissa Olson,26,Male,Yes,No
S2895,C2878,Christopher Hernandez,51,Male,No,Yes
S2896,C1754,James Yoder,37,Female,Yes,Yes
S2897,C1563,Laura Simpson,56,Male,No,No
S2898,C2710,Jamie Lee,19,Male,Yes,No
S2899,C2208,Travis Paul,58,Female,Yes,No
S2900,C2301,Alexis Green,40,Male,No,Yes
S2901,C2125,Christopher Yang,51,Female,Yes,No
S2902,C1976,Angela Wheeler,31,Male,No,No
S2903,C2947,Joel Chambers,48,Male,No,No
S2904,C1352,Karen Gomez,21,Male,Yes,Yes
S2905,C2795,Tammy Miller,69,Female,Yes,No
S2906,C2846,Tamara Moreno,20,Female,Yes,No
S2907,C2175,Jessica Obrien,21,Male,No,Yes
S2908,C1928,Gina Young,62,Female,Yes,No
S2909,C1642,Sean Douglas,57,Female,No,Yes
S2910,C2572,Thomas Sheppard,45,Female,Yes,Yes
S2911,C1356,Cynthia Jordan,67,Male,No,No
S2912,C1485,Tony Moore,69,Male,No,Yes
S2913,C2249,Donna Robles,49,Female,Yes,Yes
S2914,C1954,Dylan Murphy,40,Female,No,No
S2915,C1211,Jeffery Humphrey,58,Male,No,No
S2916,C2673,Deborah Wilson,20,Male,Yes,Yes
S2917,C2970,Thomas Johnson,70,Male,No,No
S2918,C2616,Lawrence Wilson,36,Male,No,No
S2919,C2006,Christopher Harris,46,Female,No,No
S2920,C1724,Danielle Preston,50,Male,No,Yes
S2921,C2354,James Campos,50,Female,No,No
S2922,C1133,Ethan Johnson,59,Male,Yes,Yes
S2923,C2899,Amy Armstrong,40,Female,Yes,Yes
S2924,C2333,Adam Pittman,63,Female,Yes,No
S2925,C2093,Jillian Davis,18,Male,No,Yes
S2926,C2428,Jessica Dalton,21,Male,No,Yes
S2927,C1739,Kelly Acevedo,23,Male,Yes,No
S2928,C2244,Cassandra Anthony,53,Female,Yes,Yes
S2929,C1340,Russell Edwards,59,Male,Yes,No
S2930,C1197,April Dillon,60,Female,Yes,No
S2931,C1494,Erik Ramsey,20,Female,No,Yes
S2932,C1232,Roy Wong,42,Male,Yes,No
S2933,C2413,Nicole Kaufman,67,Male,No,Yes
S2934,C1892,Rebecca Lewis,65,Female,Yes,Yes
S2935,C1276,James Payne,42,Male,No,Yes
S2936,C2282,Brian Brooks,58,Female,No,No
S2937,C2418,Susan Hansen,20,Male,Yes,Yes
S2938,C2201,Danny Baker,50,Male,No,Yes
S2939,C1687,Heather Thomas,24,Female,No,No
S2940,C1956,Ronald Noble,61,Male,No,No
S2941,C2028,Ryan Schneider,38,Female,Yes,Yes
S2942,C2877,Matthew Reyes,27,Female,No,Yes
S2943,C1861,Todd Lopez,38,Male,No,No
S2944,C1312,Jordan Ramirez,66,Female,Yes,No
S2945,C1800,Ryan Wood,31,Male,No,No
S2946,C2181,Thomas Wood,37,Male,Yes,Yes
S2947,C2894,James Barton,60,Female,Yes,Yes
S2948,C1486,Jennifer King,51,Male,Yes,Yes
S2949,C2506,Gary Stephens,38,Female,Yes,Yes
S2950,C2963,Natalie Ryan,63,Male,No,Yes
S2951,C2199,Jamie Williams,39,Male,No,Yes
S2952,C2055,Jared Flores,21,Male,Yes,Yes
S2953,C1418,Donna Fisher,49,Male,Yes,Yes
S2954,C1257,Stephen Long,53,Male,Yes,No
S2955,C2568,Scott Howard,57,Female,Yes,Yes
S2956,C2267,Nicole Parker,25,Male,No,Yes
S2957,C2436,Cristian Snyder,57,Male,No,Yes
S2958,C1327,Chad Mccoy,67,Male,Yes,Yes
S2959,C1306,Denise Martin,29,Female,No,Yes
S2960,C2497,Thomas Kirk,62,Male,No,No
S2961,C2945,Brittany Johnson,35,Female,No,No
S2962,C1927,Leslie Jacobs,42,Male,Yes,Yes
S2963,C2124,Nicole Hendrix,67,Male,Yes,Yes
S2964,C2086,Sandra Fletcher,62,Male,Yes,No
S2965,C1753,Lori Wright,24,Female,No,No
S2966,C2344,Mr. Kevin Lowe DDS,48,Male,Yes,No
S2967,C1927,Sharon Rhodes,70,Male,No,No
S2968,C2336,Sara Glass,69,Female,No,Yes
S2969,C1799,Jared Mitchell,32,Male,No,Yes
S2970,C2264,Glenn Walsh,42,Female,No,No
S2971,C2926,Tamara Grant,24,Female,No,Yes
S2972,C1843,Monica Khan,41,Female,No,No
S2973,C1507,Kevin Gonzalez,49,Male,No,No
S2974,C1155,Mrs. Deborah Black DVM,47,Female,Yes,Yes
S2975,C1567,Tiffany Fischer,27,Female,Yes,No
S2976,C1506,Neil Wu,46,Female,No,Yes
S2977,C1602,Nancy Weeks,39,Male,Yes,Yes
S2978,C2974,Yesenia Russell,65,Female,No,Yes
S2979,C2299,Andrew Barnes,43,Male,Yes,Yes
S2980,C1150,Joann Ramirez,23,Female,No,Yes
S2981,C2672,Caitlin Lopez,38,Male,No,Yes
S2982,C2431,Joshua Underwood,42,Male,No,Yes
S2983,C2582,Darrell Hutchinson,35,Male,No,No
S2984,C2078,Steven Hampton,22,Female,Yes,No
S2985,C2509,Andres Jarvis,33,Female,No,No
S2986,C1255,Michael Schaefer,38,Female,No,No
S2987,C2145,Katherine Murphy,56,Male,Yes,No
S2988,C1537,Michael Gomez,47,Female,No,No
S2989,C1495,Erica Murphy,48,Male,No,No
S2990,C1460,Zachary Weber,29,Female,Yes,No
S2991,C1640,Larry Diaz,30,Male,No,No
S2992,C2767,Nicholas Simmons,64,Female,No,Yes
S2993,C2436,Beth Brown,35,Male,Yes,Yes
S2994,C1626,Sarah Harris,28,Female,Yes,Yes
S2995,C2132,Bonnie Smith,48,Female,Yes,Yes
S2996,C1271,Andrew Page,48,Male,Yes,Yes
S2997,C2620,Louis Lopez,70,Male,No,Yes
S2998,C1674,Crystal Palmer,59,Female,Yes,No
S2999,C1312,William Blake,26,Male,No,No
S3000,C2797,Nichole Jones,58,Male,Yes,Yes
S3001,C2109,Linda Holland,46,Male,No,Yes
S3002,C2727,Jessica Fisher,56,Female,No,No
S3003,C2068,Brenda Sims,57,Male,No,No
S3004,C1360,William Cruz,23,Male,No,Yes
S3005,C1937,Elizabeth Anderson,46,Male,Yes,No
S3006,C1362,Stacy Drake,68,Male,No,No
S3007,C1890,John Reynolds,22,Male,No,Yes
S3008,C2598,Dennis Turner,22,Male,No,Yes
S3009,C1090,Tammy Robinson,57,Female,Yes,No
S3010,C1415,Cassandra Hammond,63,Male,Yes,No
S3011,C2074,Mrs. Kimberly Robbins,18,Female,Yes,No
S3012,C1653,Stephanie Martinez,30,Female,No,No
S3013,C1774,Denise Smith,59,Female,Yes,Yes
S3014,C2512,Mary Kelly,56,Female,Yes,No
S3015,C1492,Richard Rodriguez,63,Female,Yes,No
S3016,C1630,Dr. James Kirby PhD,49,Male,Yes,Yes
S3017,C1092,Kathleen Robinson,39,Male,Yes,Yes
S3018,C2544,Donald Griffin,44,Female,Yes,Yes
S3019,C2414,Kelli Johnson,18,Female,Yes,Yes
S3020,C1746,Joseph Webb,62,Male,Yes,No
S3021,C2331,Jose Ellison DDS,64,Female,Yes,Yes
S3022,C2119,Steven Lynch,59,Male,Yes,No
S3023,C1293,Mark Rogers,20,Female,Yes,No
S3024,C1176,Gabriel Mccoy,45,Male,No,Yes
S3025,C1464,Tiffany Henry,38,Male,No,Yes
S3026,C2107,Daniel Mcclain,24,Male,No,No
S3027,C1673,Emily Krause,18,Male,Yes,No
S3028,C2109,Stephen Barber,53,Female,No,Yes
S3029,C1758,Dakota Mueller,18,Female,No,Yes
S3030,C2546,Brittany Cooper,36,Male,No,No
S3031,C1024,Nicholas Alvarado,22,Female,Yes,Yes
S3032,C2416,Jill Thompson,61,Female,No,No
S3033,C2120,Keith Wilkins,60,Female,Yes,Yes
S3034,C2997,Jeremy Barker,26,Female,Yes,No
